seed,dimension,relation,control,relation_or_control,shell,panel,source_data_hash,source_value_pairwise_accuracy,source_rank_target_agreement,source_value_standardized_target_rmse,source_value_standardized_target_rmse_definition,source_query_transform,source_context_query_hash,source_test_query_hash,source_context_oob_count,source_context_oob_rate,source_test_oob_count,source_test_oob_rate,target_context_design_hash,target_test_design_hash,target_test_truth_hash,source_permutation_hash,theta,independent_theta,model_seed
11,2,scale_0.7,none,scale_0.7,0.7,test,77162a3317b3cc419500a9a83f350de1fbb6e974953a87c77096d6e3cf0eb6c0,0.9939714566929134,0.9307332677165354,1.2198533718519116,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,scale_0.7,6572ffb2010537764add50c55b90ecdff791c4a92fb4faef855b5ec1ff49abcc,277cc0f4237d94569a9dbfc121470fcb5206dcfaa74c3cb53e9f7de4399846b3,0,0.0,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,565c12d7b0d9827858cc79f49175e28cd3a10c14fc8d245966b1ea6bb7aab1ae,a4554b53ba13361d3a04ff089307e0f7fbcedee6494dc936e73146ab3e4ddb73,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,981510994
11,2,scale_0.7,none,scale_0.7,1.0,test,77162a3317b3cc419500a9a83f350de1fbb6e974953a87c77096d6e3cf0eb6c0,0.984867125984252,0.8813976377952756,3.5665731236128524,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,scale_0.7,6572ffb2010537764add50c55b90ecdff791c4a92fb4faef855b5ec1ff49abcc,565c12d7b0d9827858cc79f49175e28cd3a10c14fc8d245966b1ea6bb7aab1ae,0,0.0,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,19ad2ce9361b568e7d28247e7742516574ba76f67a6157473541cfcd6bdc7cb8,dcd5ee681563308fec9726b6880e98508a602017b1c09f3893df54aed9b0f60f,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,413663191
11,2,scale_1.5,none,scale_1.5,0.35,test,77162a3317b3cc419500a9a83f350de1fbb6e974953a87c77096d6e3cf0eb6c0,0.9950787401574803,0.9430364173228346,1.2556246477464972,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,scale_1.5,8d007d9c0f5dd1faec3465069e58a99681892760119c6d2c62bb6f49729bd5e5,9fb7fb499399aaf1a0ee9ec86f3b253debd0bb7a5e629f0c631125fd978c55f6,6,0.5,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,0af4734d604e41783fc922434b3859418663f183ae2b80093197a60102c0d3f7,77697e59a56d28c9e4bf37679bee5d5c60f229fe2543d755971a59f1cbbdeb6b,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,2028675989
11,2,scale_1.5,none,scale_1.5,0.7,test,77162a3317b3cc419500a9a83f350de1fbb6e974953a87c77096d6e3cf0eb6c0,0.9723179133858267,0.9295029527559056,1.3619208093809778,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,scale_1.5,8d007d9c0f5dd1faec3465069e58a99681892760119c6d2c62bb6f49729bd5e5,724effac8ec1dcac0d6f8ff1251fcc32e9d6910a1dc1339e5de5c0218289f59d,6,0.5,38,0.296875,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,565c12d7b0d9827858cc79f49175e28cd3a10c14fc8d245966b1ea6bb7aab1ae,6f801e977d89b88ccecb509e8081a1536f0f2d4703d4006439955fcd2108a6f8,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,1764896021
11,2,scale_1.5,none,scale_1.5,1.0,test,77162a3317b3cc419500a9a83f350de1fbb6e974953a87c77096d6e3cf0eb6c0,0.8184055118110236,0.6548966535433071,2.2374193228593464,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,scale_1.5,8d007d9c0f5dd1faec3465069e58a99681892760119c6d2c62bb6f49729bd5e5,e81fbf744d4a64a648aa5b5fa1fffb839ca7bd898a232fea4fbe840786c2c3d3,6,0.5,128,1.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,19ad2ce9361b568e7d28247e7742516574ba76f67a6157473541cfcd6bdc7cb8,5007063a03e6adb5315f02c9b906a32b09aea594e134439de9dc579f2aaad216,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,1971318511
11,2,rotate_45,none,rotate_45,0.35,test,77162a3317b3cc419500a9a83f350de1fbb6e974953a87c77096d6e3cf0eb6c0,0.984005905511811,0.8975147637795275,1.3363863707536248,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,rotate_45,69a660f5fd51fcf999703a52d60fcff199f8b775515c15985cdfb428dca544c3,ad57c98c6cc7301c912430fa080f0aa9740e7bd2cb2ad231f6516f0f19a6202e,0,0.0,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,0af4734d604e41783fc922434b3859418663f183ae2b80093197a60102c0d3f7,3be8586c8df971dab69ce2757063aad99a8722ec58ebb4eee683812f18e571fe,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,892176566
11,2,rotate_45,none,rotate_45,0.7,test,77162a3317b3cc419500a9a83f350de1fbb6e974953a87c77096d6e3cf0eb6c0,0.9751476377952756,0.8697096456692913,3.838967520721168,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,rotate_45,69a660f5fd51fcf999703a52d60fcff199f8b775515c15985cdfb428dca544c3,3a38d7107b491d67b4e9e61655c94f05a3e42abac1ea2e1935f5d90aa7bdcb08,0,0.0,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,565c12d7b0d9827858cc79f49175e28cd3a10c14fc8d245966b1ea6bb7aab1ae,54ebaf91d3fc065c3afc88fe461900705faac528b6968ce34d65c506782ee2dc,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,1283512000
11,2,rotate_45,none,rotate_45,1.0,test,77162a3317b3cc419500a9a83f350de1fbb6e974953a87c77096d6e3cf0eb6c0,0.9814222440944882,0.9602608267716536,1.014889032052039,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,rotate_45,69a660f5fd51fcf999703a52d60fcff199f8b775515c15985cdfb428dca544c3,1a78b7188d76d6460569a674c59010df7994cf8e257dc04ae5b877442b5131aa,0,0.0,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,19ad2ce9361b568e7d28247e7742516574ba76f67a6157473541cfcd6bdc7cb8,3af7b30ad5ebebef0852c38b7e8e6e75dbe696045631f492bc4375d8f9731153,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,1153247445
11,2,roughness,none,roughness,0.35,test,77162a3317b3cc419500a9a83f350de1fbb6e974953a87c77096d6e3cf0eb6c0,0.4970472440944882,0.47071850393700787,2.829827334073176,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,roughness,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,0af4734d604e41783fc922434b3859418663f183ae2b80093197a60102c0d3f7,0,0.0,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,0af4734d604e41783fc922434b3859418663f183ae2b80093197a60102c0d3f7,f0b776bf6d73c862e1b0548e2a212353a3c3dd951af80a3488c97c48bcbcc170,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,524262253
11,2,roughness,none,roughness,0.7,test,77162a3317b3cc419500a9a83f350de1fbb6e974953a87c77096d6e3cf0eb6c0,0.672613188976378,0.62376968503937,0.7338975708988302,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,roughness,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,565c12d7b0d9827858cc79f49175e28cd3a10c14fc8d245966b1ea6bb7aab1ae,0,0.0,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,565c12d7b0d9827858cc79f49175e28cd3a10c14fc8d245966b1ea6bb7aab1ae,46a3e70d06f1582a7b20274ca73fc628bf12bda6763b3bb9a2c00d655e90c7f3,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,91949593
11,2,roughness,none,roughness,1.0,test,77162a3317b3cc419500a9a83f350de1fbb6e974953a87c77096d6e3cf0eb6c0,0.7237942913385826,0.7092765748031497,1.3245540067107129,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,roughness,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,19ad2ce9361b568e7d28247e7742516574ba76f67a6157473541cfcd6bdc7cb8,0,0.0,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,19ad2ce9361b568e7d28247e7742516574ba76f67a6157473541cfcd6bdc7cb8,3a274af7277484888bd3ae5c74d754683d4dc946644f4b6b884859d10faf670a,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,1200021962
11,2,reversal,none,reversal,0.35,test,77162a3317b3cc419500a9a83f350de1fbb6e974953a87c77096d6e3cf0eb6c0,0.018454724409448817,0.1171259842519685,2.546182661641207,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,reversal,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,0af4734d604e41783fc922434b3859418663f183ae2b80093197a60102c0d3f7,0,0.0,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,0af4734d604e41783fc922434b3859418663f183ae2b80093197a60102c0d3f7,934d1f2d6cf894037e256d1269deac64d89696dd0a769c00e1276dfc372bb071,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,1736607800
11,2,reversal,none,reversal,0.7,test,77162a3317b3cc419500a9a83f350de1fbb6e974953a87c77096d6e3cf0eb6c0,0.01513287401574803,0.1186023622047244,4.3518284604498705,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,reversal,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,565c12d7b0d9827858cc79f49175e28cd3a10c14fc8d245966b1ea6bb7aab1ae,0,0.0,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,565c12d7b0d9827858cc79f49175e28cd3a10c14fc8d245966b1ea6bb7aab1ae,902de50c0e40e2ad1b71aea23f77697b05274ff657058d559592b36aa6884726,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,335546759
11,2,reversal,none,reversal,1.0,test,77162a3317b3cc419500a9a83f350de1fbb6e974953a87c77096d6e3cf0eb6c0,0.020054133858267716,0.03727854330708662,2.1812993175815727,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,reversal,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,19ad2ce9361b568e7d28247e7742516574ba76f67a6157473541cfcd6bdc7cb8,0,0.0,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,19ad2ce9361b568e7d28247e7742516574ba76f67a6157473541cfcd6bdc7cb8,2dac4adc6f4b1a92756c89e0c6ad45082fb84307509ba5e18a338427bde5734b,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,1651475004
11,2,independent_expert,none,independent_expert,0.35,test,3f7f8c6d6b9a229b7d7689fee52dadd41f56160a4ea34131afa26a83bd95db8b,0.5354330708661418,0.5350153846153847,1.9644344987994875,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,independent_expert,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,0af4734d604e41783fc922434b3859418663f183ae2b80093197a60102c0d3f7,0,0.0,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,0af4734d604e41783fc922434b3859418663f183ae2b80093197a60102c0d3f7,96e2d1122ba8ac5554d788ad65de9946e550a73096fc6fab6952ed49b5ff082a,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,993813649
11,2,independent_expert,none,independent_expert,0.7,test,3f7f8c6d6b9a229b7d7689fee52dadd41f56160a4ea34131afa26a83bd95db8b,0.48572834645669294,0.4729846153846154,4.195925613055015,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,independent_expert,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,565c12d7b0d9827858cc79f49175e28cd3a10c14fc8d245966b1ea6bb7aab1ae,0,0.0,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,565c12d7b0d9827858cc79f49175e28cd3a10c14fc8d245966b1ea6bb7aab1ae,065310cf2c5e65a89e3f044bb033c3049dfd5f89b9144ef6ea1212bc7888aec1,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,1031681975
11,2,independent_expert,none,independent_expert,1.0,test,3f7f8c6d6b9a229b7d7689fee52dadd41f56160a4ea34131afa26a83bd95db8b,0.4718257874015748,0.4702842377260982,1.1104735058201585,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,independent_expert,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,19ad2ce9361b568e7d28247e7742516574ba76f67a6157473541cfcd6bdc7cb8,0,0.0,0,0.0,5c31872fb5b63ca51804fd284f1b92baf550c90c3147d9a15343637ee8299b81,19ad2ce9361b568e7d28247e7742516574ba76f67a6157473541cfcd6bdc7cb8,f4b1230702062b34f2cb3045efd4197b64bd3e6f82817236bc60314d886b3475,36bb56f326fde8806f1c04a647760ced5f404f2e5db1971fde55fcad8e306f35,2.1135216188962014,4.251662900874154,41178274
23,2,identity,none,identity,0.35,test,7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,0.9803149606299213,0.891363188976378,1.3692844793574386,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,identity,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,0,0.0,0,0.0,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,6c653213ed42603d2b3c9f2c4c770db1f4b11f43ba5d75727fc22a14f82dbf50,dfedb82b9d553b4ae2d1e0ffcc6f85d98395e6471b225eb44f831a44bc3fb7ac,2.6281187768713807,5.23982728362367,1391147966
23,2,identity,none,identity,0.7,test,7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,0.9810531496062992,0.8806594488188977,3.4787253508970717,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,identity,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,0,0.0,0,0.0,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,bdcebf83a113cec80a10248bbd599aea05f66cd55516715f1da6ec86ccf1ce83,dfedb82b9d553b4ae2d1e0ffcc6f85d98395e6471b225eb44f831a44bc3fb7ac,2.6281187768713807,5.23982728362367,551999306
23,2,identity,none,identity,1.0,test,7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,0.9820374015748031,0.9389763779527559,1.055423671299371,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,identity,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,8b6a1b7b662866e6d0e202f28f7e665c5560a0a2c2ebffdb8896e870853ccc77,0,0.0,0,0.0,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,8b6a1b7b662866e6d0e202f28f7e665c5560a0a2c2ebffdb8896e870853ccc77,46b5a3c06fd728af3fb8264f83a8ec8767b6472d135a8f2ba96439c570f94a70,dfedb82b9d553b4ae2d1e0ffcc6f85d98395e6471b225eb44f831a44bc3fb7ac,2.6281187768713807,5.23982728362367,991248397
23,2,identity,identity_label_permutation,identity_label_permutation,0.35,test,07a752d847ecdfcd946c081f187abf07ee8d666a697e91354be22413d2bc257f,0.34005905511811024,0.3225424397947098,3.348498861172259,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,identity,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,0,0.0,0,0.0,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,6c653213ed42603d2b3c9f2c4c770db1f4b11f43ba5d75727fc22a14f82dbf50,dfedb82b9d553b4ae2d1e0ffcc6f85d98395e6471b225eb44f831a44bc3fb7ac,2.6281187768713807,5.23982728362367,1106221333
23,2,identity,identity_label_permutation,identity_label_permutation,0.7,test,07a752d847ecdfcd946c081f187abf07ee8d666a697e91354be22413d2bc257f,0.4976624015748031,0.5112615384615384,4.124315792839535,source raw-value GP prediction in source standard units versus independently robust-standardized target test truth,identity,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,0,0.0,0,0.0,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,bdcebf83a113cec80a10248bbd599aea05f66cd55516715f1da6ec86ccf1ce83,dfedb82b9d553b4ae2d1e0ffcc6f85d98395e6471b225eb44f831a44bc3fb7ac,2.6281187768713807,5.23982728362367,1600848465
